"code","entity","nr","date","vote","key","turnout"
"gap","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",-0.0096
"gap","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",-0.0239
"gap","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",-0.0248
"gap","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",-0.0337
"gap","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",-0.0567
"gap","Kanton Neuenburg",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",-0.0093
"gap","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",-0.0201
"gap","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",-0.0087
"gap","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",-0.0056
"gap","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",-0.0219
"gap","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",-0.032
"gap","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","60 bis 69 Jahre",-0.0331
"gap","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",-0.0386
"ref","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.1441
"ref","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","60 bis 69 Jahre",0.1252
"ref","Kanton Neuenburg",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.1782
"ref","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.1504
"ref","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.1708
"ref","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.1683
"ref","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.1544
"ref","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.1394
"ref","Kanton Neuenburg",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.1602
"ref","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.1459
"ref","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.1585
"ref","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.1746
"ref","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.1561
"ref","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.1662
"ref","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.1599
"ref","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.1383
"overall","Stadt Luzern",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.5967
"overall","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","60 bis 69 Jahre",0.4992
"overall","Stadt Luzern",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.6154
"overall","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.5901
"overall","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.4746
"overall","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.6119
"overall","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.6232
"overall","Stadt Luzern",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.6242
"overall","Stadt Luzern",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.6625
"overall","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.6849
"overall","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.7063
"overall","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.6454
"overall","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.6853
"overall","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.6082
"overall","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","60 bis 69 Jahre",0.4639
"overall","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","60 bis 69 Jahre",0.5458
"overall","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.6107
"overall","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.5941
"m","Stadt Luzern",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.6407
"m","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","60 bis 69 Jahre",0.5358
"m","Stadt Luzern",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.6311
"m","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.6165
"m","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.5095
"m","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.6334
"m","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.6351
"m","Stadt Luzern",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.6398
"m","Stadt Luzern",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.6847
"m","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.7014
"m","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.7253
"m","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.6566
"m","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.7047
"m","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.6202
"m","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","60 bis 69 Jahre",0.4982
"m","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","60 bis 69 Jahre",0.5628
"m","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.6219
"m","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.6191
"gap","Stadt Luzern",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",-0.0802
"gap","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","60 bis 69 Jahre",-0.0667
"gap","Stadt Luzern",3,2012-06-17,"Managed Care","60 bis 69 Jahre",-0.0286
"gap","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",-0.0481
"gap","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",-0.0634
"gap","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",-0.0393
"gap","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",-0.0218
"gap","Stadt Luzern",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",-0.0285
"gap","Stadt Luzern",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",-0.0406
"gap","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",-0.0301
"gap","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",-0.0347
"gap","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",-0.0205
"gap","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",-0.0354
"gap","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",-0.0221
"gap","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","60 bis 69 Jahre",-0.0628
"gap","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","60 bis 69 Jahre",-0.031
"gap","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","60 bis 69 Jahre",-0.0206
"gap","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",-0.0457
"ref","Stadt Luzern",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.153
"ref","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","60 bis 69 Jahre",0.1293
"ref","Stadt Luzern",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.1579
"ref","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.1432
"ref","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.1437
"ref","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.1612
"ref","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.1668
"ref","Stadt Luzern",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.1542
"ref","Stadt Luzern",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.1536
"ref","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.1532
"ref","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.1463
"ref","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.1736
"ref","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.1595
"ref","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.1953
"ref","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","60 bis 69 Jahre",0.1239
"ref","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","60 bis 69 Jahre",0.1691
"ref","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.1767
"ref","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.0964
"f","Stadt Luzern",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.5605
"f","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","60 bis 69 Jahre",0.4691
"f","Stadt Luzern",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.6025
"f","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.5684
"f","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.4461
"f","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.5941
"f","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.6133
"f","Stadt Luzern",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.6113
"f","Stadt Luzern",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.6441
"f","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.6713
"f","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.6906
"f","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.6361
"f","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.6693
"f","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.5981
"f","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","60 bis 69 Jahre",0.4354
"f","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","60 bis 69 Jahre",0.5318
"f","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.6013
"f","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.5734
"overall","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.6309
"overall","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","70 bis 79 Jahre",0.4908
"overall","Kanton Neuenburg",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.538
"overall","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.6722
"overall","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.4854
"overall","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.5834
"overall","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.5961
"overall","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.6135
"overall","Kanton Neuenburg",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.6868
"overall","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.7315
"overall","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.6815
"overall","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.6514
"overall","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.6084
"overall","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.6351
"overall","Kanton Neuenburg",15,2015-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.6086
"overall","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.5629
"m","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.6867
"m","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","70 bis 79 Jahre",0.5405
"m","Kanton Neuenburg",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.5832
"m","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.713
"m","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.5367
"m","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.6211
"m","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.6425
"m","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.6699
"m","Kanton Neuenburg",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.7238
"m","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.7758
"m","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.7208
"m","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.6831
"m","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.6485
"m","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.6886
"m","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.6627
"m","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.6119
"f","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.5894
"f","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","70 bis 79 Jahre",0.4516
"f","Kanton Neuenburg",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.5023
"f","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.6401
"f","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.4449
"f","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.5527
"f","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.5606
"f","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.5707
"f","Kanton Neuenburg",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.657
"f","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.6975
"f","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.6494
"f","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.6257
"f","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.575
"f","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.5935
"f","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.5665
"f","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.5224
"gap","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",-0.0973
"gap","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","70 bis 79 Jahre",-0.0889
"gap","Kanton Neuenburg",3,2012-06-17,"Managed Care","70 bis 79 Jahre",-0.0809
"gap","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",-0.0729
"gap","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",-0.0918
"gap","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",-0.0684
"gap","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",-0.0819
"gap","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",-0.0992
"gap","Kanton Neuenburg",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",-0.0668
"gap","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",-0.0783
"gap","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",-0.0714
"gap","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",-0.0574
"gap","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",-0.0735
"gap","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",-0.0951
"gap","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","70 bis 79 Jahre",-0.0962
"gap","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",-0.0895
"ref","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.1721
"ref","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","70 bis 79 Jahre",0.1572
"ref","Kanton Neuenburg",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.2182
"ref","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.1572
"ref","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.199
"ref","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.2073
"ref","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.221
"ref","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.1849
"ref","Kanton Neuenburg",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.178
"ref","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.1779
"ref","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.1852
"ref","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.2052
"ref","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.223
"ref","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.2224
"ref","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.2193
"ref","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.1901
"overall","Stadt Luzern",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.6545
"overall","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","70 bis 79 Jahre",0.548
"overall","Stadt Luzern",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.6718
"overall","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.6292
"overall","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.5353
"overall","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.6431
"overall","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.6569
"overall","Stadt Luzern",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.6492
"overall","Stadt Luzern",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.664
"overall","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.6763
"overall","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.6931
"overall","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.6581
"overall","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.6671
"overall","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.5927
"overall","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","70 bis 79 Jahre",0.4676
"overall","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","70 bis 79 Jahre",0.5428
"overall","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.5947
"overall","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.5727
"m","Stadt Luzern",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.7424
"m","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","70 bis 79 Jahre",0.6229
"m","Stadt Luzern",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.7315
"m","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.6996
"m","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.6164
"m","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.6946
"m","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.7073
"m","Stadt Luzern",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.7116
"m","Stadt Luzern",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.7232
"m","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.7124
"m","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.7266
"m","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.6824
"m","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.704
"m","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.6498
"m","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","70 bis 79 Jahre",0.5322
"m","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","70 bis 79 Jahre",0.5918
"m","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.6383
"m","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.6206
"gap","Stadt Luzern",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",-0.1479
"gap","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","70 bis 79 Jahre",-0.1259
"gap","Stadt Luzern",3,2012-06-17,"Managed Care","70 bis 79 Jahre",-0.1002
"gap","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",-0.118
"gap","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",-0.1358
"gap","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",-0.087
"gap","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",-0.0849
"gap","Stadt Luzern",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",-0.105
"gap","Stadt Luzern",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",-0.0997
"gap","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",-0.0616
"gap","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",-0.0571
"gap","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",-0.0414
"gap","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",-0.0629
"gap","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",-0.0976
"gap","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","70 bis 79 Jahre",-0.1105
"gap","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","70 bis 79 Jahre",-0.0838
"gap","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","70 bis 79 Jahre",-0.0746
"gap","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",-0.0818
"ref","Stadt Luzern",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.2108
"ref","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","70 bis 79 Jahre",0.1781
"ref","Stadt Luzern",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.2143
"ref","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.1823
"ref","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.2044
"ref","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.1924
"ref","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.2005
"ref","Stadt Luzern",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.1792
"ref","Stadt Luzern",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.1551
"ref","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.1446
"ref","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.1331
"ref","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.1863
"ref","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.1413
"ref","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.1798
